id,system_id,title,author,price,mrp_price,stock,main_cover,gallery_count
1930,EkFrYMWAOn26ca9ahf5W,Kitabul Advia,Hkm. Abu Gazali Shamshi,0.00,0.00,10,books/covers/1_wjttw6,2
1931,mnUb3u4hJ7YzmwaUvh0Q,Kitabul Akhlat,Hkm. Md. Kabiruddin,0.00,0.00,10,books/covers/1_xgnetq,2
1934,RObgFL7gcrda9xSAOGvU,Kitabul Jarahat Vol.1-2,Hkm. Hammad Usmani,0.00,0.00,10,books/covers/1.1_vmo8rv,3
1936,dMHccmht8KxXrs856IUL,Kitabul Mah,Abu Sahel Isa Al Masihi,0.00,0.00,10,,0
1938,zBeLSRsKIWCpuTv5aRy9,"Kitabul Moalijat (Amraz, Jild Wa Mufasil)",Anisur Rehman,0.00,0.00,10,,0
1948,THoNP0i2HAElAfHWRdu0,Kitabul Tadbeer,Arshad Jamal,0.00,0.00,10,,0
1956,uts96OT2hjmH2L0XV8Xc,Kulliyat Ke Mubahis Zaroori,Hkm. Md. Kabiruddin,0.00,0.00,10,books/covers/1_cxltuk,2
1965,7NMrDlsBYe7Q7dXnlvOS,Lasani Lughat Advia,Pandit Thakur Dat Sharma,0.00,0.00,10,books/covers/1_ah5ewh,2
1970,TZxrfmasGs1UL5KSZunv,Madan Al Akseer Dar Ilme Kushtajaat,Hkm. Md. Firoozuddin,0.00,0.00,10,books/covers/1_gg7fch,2
1975,lTCixg0EoWkZwR75RPG8,Makhzan Ayurved Ghar Ka Waid Ya Hakim,Vaid Krishan Diyaal,0.00,0.00,10,,0
1976,l8BrtYZDYPIovd0WahbT,Makhzan Mufredat Wa Murakkabat,Munshi Gulam Nabi,0.00,0.00,10,,0
1982,zpQiK9cOgn9bp4JY9C0T,Mamulate Matab,Mirza Abdul Noor Baig,0.00,0.00,10,books/covers/1_wijn6c,2
1986,xNyjAVkONswdScskfsGs,Masiyahe Tibb,Hkm. Bakir Khan,0.00,0.00,10,books/covers/1_efhqa4,2
1988,ObuE1eVx0PnEsZaFyaCZ,Matab Hameed,Hkm. S. Shujauddin Hamdani,0.00,0.00,10,books/covers/1_rpvuzz,2
1989,5OlkLWKJDQ2WJXE1wT2L,Matab Nuskha Navesi,Hkm. Abdul Mannan,0.00,0.00,10,books/covers/1_lissvs,2
1990,enq8sfB7zafx1cMbCgzp,Matab ul Lateef,Hkm. Kamaluddin Hamdani,0.00,0.00,10,,0
1995,7JjxCPiav1Yw7jF79rAg,Miftahul Khazain,Hkm. Karim Bakash,0.00,0.00,10,books/covers/1_wo7plw,2
1998,TPFnY0iWtQl31odMnvZE,Misbahul Hikmat Vol.1-2,Hkm. Firoozuddin Lahori Lahori,0.00,0.00,10,books/covers/1.1_t4j2py,3
2003,nRiSFiE9cZyUVLkgwI7g,Moalijat Amraz Shaar,Dr. Abdul Nasir,0.00,0.00,10,books/covers/1_xeynqn,3
2004,ImHl7hR5tqAxgo52iaWa,Moalijat Amraze Nizame Hazam,Hkm. Abdul Mannan,0.00,0.00,10,,0
2005,EYwO724bozUWwE9GUhue,Moalijat Amraze Nizame Tanaffus,Hkm. Abdul Mannan,0.00,0.00,10,,0
2006,2VUUL56ARFYj8pJmEL11,Moalijat Jild,Dr. Zameer Ahmad,0.00,0.00,10,books/covers/4_udokr2,0
2008,Lon3TWEskNaNMAcWjrh6,Moalijat Khasusi,Dr. Zameer Ahmad,0.00,0.00,10,,0
2013,BpYpD2NEnZ7Soynavkv1,Moalijat Nizame Hazam,Dr. Anwar,0.00,0.00,10,books/covers/1_gyam3s,2
2022,8GRpxpTaWrUbXNurkYc7,Mojuz Qanoon,Kausar Chaand Puri,0.00,0.00,10,,0
2021,Zbv5cQo6gOkezrZiw2ZJ,Mojzul Qanoon,Hkm. Khawaja Rizwan Ahmad,0.00,0.00,10,books/covers/1_qmpzua,2
2024,DGAS43lwpi6xzsb25NoP,Mubadi Tibb Par Ek Tehqeqi Nazar,Hkm. Altaf Ahmad Azmi,0.00,0.00,10,books/covers/1_vjlcub,2
2027,OYBE9Xhre6Os177BgBLk,Mufredat Azeezi,Hkm. Abdul Aziz,0.00,0.00,10,,0
2028,0W1X8AXwVrxXOsLUlCAr,Muheet Azam Vol.1-4,Hkm. Azam Khan,0.00,0.00,10,,0
2029,KM6nh8d3jRU1H3yX8hde,Mujarrebat Akbari,Hkm. Md. Akbar,0.00,0.00,10,,0
2030,YfsC6uIDjpiMXN8gzKrb,Mujarrebat Bashir,Hkm. Bashir Ahmad,0.00,0.00,10,,0
2040,rueyTTYPyAds7AWOt77B,Munafeul Aza,Javed Ahmed Lari,0.00,0.00,10,,0
2045,9MwRyYlKCrSTDSvn8ZCv,Murakkabat Ahsaani,Hkm. Ahsan Ali,0.00,0.00,10,,0
2051,Dt217qHPyaZFWk7Hyvab,Naak Kaan Aur Galy Ki Bimariya,Hkm. Mugiz Anjum,0.00,0.00,10,books/covers/1_b88kpg,2
2057,wHJY1YJfsSVXgUCHHI3J,NFUM,CCRUM,0.00,0.00,10,books/covers/4.1_cxtrs6,0
2059,jxTrxGwDiPQ7HHfni6iN,Pathological Test & Laboratory Works,Hkm. Majeed Ahmad Narvi,0.00,0.00,10,books/covers/1_twwqeu,2
2061,HLUDnyBaCr2cTM85LnkI,Pharmaceutical Vol.1-2,Dr. Saima,0.00,0.00,10,,0
2068,b6T3bYiqJVMFVcy1zreE,Qalmi Nuskha,Ziaul Haq Hassamuddin,0.00,0.00,10,books/covers/1_qii8uu,2
2069,96FyW7fHhShYcNvVhPwK,Qanoon Asri Vol.1,Masihul Mulk Hkm. Ajmal Khan,0.00,0.00,10,,0
2070,6EOEhedDGCN3gnCXGXov,Qarabadeen Ahsaani,Hkm. Ahsan Ali,0.00,0.00,10,,0
2071,JwIqZndgPdosFjqCPhHs,Qarabadeen Bangala,Hkm. Yunus Habibi,0.00,0.00,10,,0
2072,jGcOwp3V2jgJVYC29Wkt,Qarabadeen Jadeed,Hkm. Abdul Hafiz,0.00,0.00,10,books/covers/1_u354xh,2
2074,1SY7KseG4qSHWK0H6pLz,Qarabadeen Sarkari,Govt. of India,0.00,0.00,10,books/covers/1_g5p2zb,1
2078,JE4o4DWBdQNUZms4gXV3,Qarabadeene Jalali,Hkm. Jalaluddin Amrohvi,0.00,0.00,10,books/covers/1_pqyreg,2
2081,aaBKl04e3kEA1x54OoeY,Rafeeq Matab,Hkm. Arshad Shaheen,0.00,0.00,10,,0
2085,PJ1Qql1lixvOA3Vzi01W,Rehbar Jild,Dr. Shoaib,0.00,0.00,10,books/covers/1_iw2cih,3
2094,bP5vUUx3YgN7GYUuTL1I,Rehnumae Akakir Vol.1-2,Hkm. Gulam Mohiuddin,0.00,0.00,10,books/covers/1.1_us0iie,3
2095,u8AWUSuuOK5CzcIvW2cH,Rehnumae Mamool,Hkm. Wamiq Ameen,0.00,0.00,10,books/covers/1_hifnln,2
2096,uBHiRODVe2lnWreA7Rim,Rehnumae Takhdeer,Dr. Ziaul Hasan,0.00,0.00,10,books/covers/1_dmqp9n,2
2097,usVgLQ0TCDTogDPaCKqg,Rehnumae Tashkeesh,Dr. Ahtyshamul Haq,0.00,0.00,10,books/covers/1_fspo45,2
2098,vRBnznIbu654PLwjlzMT,Rehnumae Tashkeesh ul Amraz,Dr. Mirza Ameen,0.00,0.00,10,books/covers/1_ukrfkc,2
2099,EHRVomyMy8aGs3NXr1W7,Rehnumae Tibb,Hkm. Hashsham Siddiqi,0.00,0.00,10,books/covers/1_ruat1m,2
2105,jrOhldhmrLlE9irrkobq,Risala Atishk,Hkm. Md. Kabiruddin,0.00,0.00,10,books/covers/4_os89wt,0
2108,LzfQZNEmpiY6i4Tf7JcP,Risala Nuskha Navesi,Hkm. Talfa Ibrahim,0.00,0.00,10,books/covers/1_s1uhzc,2
2109,8qgyVuHFhbfBObMJ2VDT,Risala Qabz Wa Bawasir,Hkm. Md. Kabiruddin,0.00,0.00,10,,0
2124,HBIDQpjr9yunkDm8vo0L,Standardization of Single Drugs Vol.1-4,CCRUM,0.00,0.00,10,,0
2134,9cssD3LCyMDA31uciFp2,Tajurbat Matab,Abdul Mannan,0.00,0.00,10,books/covers/1_ufu0fc,2
2135,iNA1UM5y7eu4PxsE29Qt,Tajurbat Shaikh Bo Ali Sena,Sahab Zada Zaki Asooni,0.00,0.00,10,,0
2139,YGMWQfXBocuBZmRmHqEn,Taleemul Qabla,Hkm. Abdul Razzaq,0.00,0.00,10,books/covers/1_yrnen8,2
2151,uk97jTKmJE7SgYS6cW45,Tashkeeshul Amraz,Akhtar Siddiqi,0.00,0.00,10,,0
2150,A3D14GCIPK0p3NvkLs9M,Tashkeeshul Amraz,Shamshul Afaaq,0.00,0.00,10,books/covers/1_kxnmcd,2
2154,pp9PyJPJkwJKYfhJ1wzC,Tashreeul Mufasil,M.A. Lari,0.00,0.00,10,,0
2169,9htdEAK62Z8UblQyFl1B,Tibbe Qanoon,Md. Farooq,0.00,0.00,10,books/covers/1_qlzabi_l45kbd,2
2170,jGWQ1WNdAnKTriZJ2rVM,Tibbe Qanooni,Abdul Mobeen,0.00,0.00,10,books/covers/1_yzirn9_hmgskf,2
2172,7vYJyHs4QYOMh54bkjpX,Tibbe Qanooni Wa Ilmum Samoom,Fazlur Rehman,0.00,0.00,10,books/covers/1_gxhxax_gewr0n,2
2184,SbZSu7vnAYtFmgOOJ039,Ultrasound Guide,Dr. Atiqur Rehman,0.00,0.00,10,books/covers/1_vgoylq,2
2199,yeITRq6Oj89El8DomFkQ,Unani Pharmacopoeia,CCRUM,0.00,0.00,10,,0
2203,lNRz0Ps70UDGq70ZUNiq,Usoole Advia,Hkm. Ziaullah Faizi,0.00,0.00,10,books/covers/1_pyn65t,2
2204,zz1NsaHdVOSdBc3ro7Vi,Usoole Advia,Dr. Aftaab Ahmad,0.00,0.00,10,books/covers/1_anxlww,2
2211,Qj6WOjze8ynCwdUAG9jR,Wasi Medical Dictionary,Hkm. Azizur Rehman Azmi,0.00,0.00,10,books/covers/1_bgvadd,2
2217,JPj2ujGMIocvMfehYKBw,Zikariya Tashkeesh,Dr. Minhajuddin,0.00,0.00,10,books/covers/1_oljkvh,2
