id,system_id,title,author,price,mrp_price,stock,main_cover,gallery_count
1980,lgEa4NTQrMSyMv7rHpv4,Maktobate Urdu ka Adabi,Khawaja Ahmad Farooqi,154.40,193.00,10,,0
1981,ZI1CA2lvlowmujCdL1Ab,Maloomat Nabz Wa Qaroora,Hkm. Imamuddin Zakai,64.00,80.00,10,,0
1985,Qb4kQ4P5oVsjHWNOKiN4,Mardana Bimariya Aur Unka Ilaj,Hkm. Majeed Ahmed Narvi,80.00,100.00,10,,0
1987,hvIx1Icq0Tes9YB0vGsH,Matab Amli,Hkm. Mohd Ahmad Khan,240.00,300.00,10,,0
1990,enq8sfB7zafx1cMbCgzp,Matab ul Lateef,Hkm. Kamaluddin Hamdani,0.00,0.00,10,,0
1991,kHLDAdGJAqEqdSpIweZs,Matab-e-Amli Mashiul Mulk,Hkm. Ajmal Khan,240.00,300.00,10,,0
1992,yhezc1QL30Zqvq3GzeNk,Matabe Sharifi,Hkm. Habib Ashar,28.00,35.00,10,,0
2004,ImHl7hR5tqAxgo52iaWa,Moalijat Amraze Nizame Hazam,Hkm. Abdul Mannan,0.00,0.00,10,,0
2005,EYwO724bozUWwE9GUhue,Moalijat Amraze Nizame Tanaffus,Hkm. Abdul Mannan,0.00,0.00,10,,0
2008,Lon3TWEskNaNMAcWjrh6,Moalijat Khasusi,Dr. Zameer Ahmad,0.00,0.00,10,,0
2010,7hwlH601uiq4rqZ1W4I6,Moalijat MCQs,Dr. Saleem Akhtar,64.00,80.00,10,,0
2012,yhX48tJODKuJ3X7U3y4c,Moalijat Nafeesi,"Allauddin Qarshi



Translation - Abid Hussain",1600.00,2000.00,10,,0
2016,tuIVSjFuGbIslWw9ywE4,Moalijat Vol 1-4,Hkm. Wasim Ahmad Azmi,520.00,650.00,10,,0
2020,JWTej51P9U2vyEgoGz2v,Modern Home Beautician & Cosmetic Sazi,Saba Rasheed,96.00,120.00,10,,0
2022,8GRpxpTaWrUbXNurkYc7,Mojuz Qanoon,Kausar Chaand Puri,0.00,0.00,10,,0
2023,iino6BpXdPgtJYc5KPd2,Mubadi Mantiq Wa Falsafa,Abdul Dayeem Jalali,56.00,70.00,10,,0
2027,OYBE9Xhre6Os177BgBLk,Mufredat Azeezi,Hkm. Abdul Aziz,0.00,0.00,10,,0
2028,0W1X8AXwVrxXOsLUlCAr,Muheet Azam Vol.1-4,Hkm. Azam Khan,0.00,0.00,10,,0
2029,KM6nh8d3jRU1H3yX8hde,Mujarrebat Akbari,Hkm. Md. Akbar,0.00,0.00,10,,0
2030,YfsC6uIDjpiMXN8gzKrb,Mujarrebat Bashir,Hkm. Bashir Ahmad,0.00,0.00,10,,0
2031,Dw1Y6iV1zYr2OuDNtmOM,Mujarrebat Israre Hikmat,Hkm. Nood Md. Chauhan,800.00,1000.00,10,,0
2036,BhxzLCkpOkjxAitsK0Ig,Mujrebate Luqmani,Hkm. Abdul Raheem,160.00,200.00,10,,0
2040,rueyTTYPyAds7AWOt77B,Munafeul Aza,Javed Ahmed Lari,0.00,0.00,10,,0
2045,9MwRyYlKCrSTDSvn8ZCv,Murakkabat Ahsaani,Hkm. Ahsan Ali,0.00,0.00,10,,0
2046,IMvxQilCuepwxoYDFEFu,Murakkabat E Advia Vol.1-2,Hkm. Wasim Ahmad Azmi,640.00,800.00,10,,0
2048,5gd7nabeYvH0TrKcltd0,Mustanad Ilaj Nabvi,Shaikh Ahmed Bin Mehmood,160.00,200.00,10,,0
2049,0tziRrF3gOvSptLrkOpJ,Mustanad Ilaj Qurani,Shaikh Ahmed Bin Mehmood,200.00,250.00,10,,0
2055,bg03BCXXh4Lin0CEHGO4,Natural Medical Health Guide,Saba Rasheed,96.00,120.00,10,,0
2058,Ki2evuoZqQnHhqau9j0w,Nizame Asab (Nervouse System),Dr. Mohd Saleem,400.00,500.00,10,,0
2061,HLUDnyBaCr2cTM85LnkI,Pharmaceutical Vol.1-2,Dr. Saima,0.00,0.00,10,,0
2069,96FyW7fHhShYcNvVhPwK,Qanoon Asri Vol.1,Masihul Mulk Hkm. Ajmal Khan,0.00,0.00,10,,0
2070,6EOEhedDGCN3gnCXGXov,Qarabadeen Ahsaani,Hkm. Ahsan Ali,0.00,0.00,10,,0
2071,JwIqZndgPdosFjqCPhHs,Qarabadeen Bangala,Hkm. Yunus Habibi,0.00,0.00,10,,0
2077,vhLMkLMyg7CR6wdd4LO3,Qarabadeen-E-Qadri,Hkm. Akbar Arzani,320.00,400.00,10,,0
2081,aaBKl04e3kEA1x54OoeY,Rafeeq Matab,Hkm. Arshad Shaheen,0.00,0.00,10,,0
2083,mFw2ldZLLRmNdQWuBB8m,Regimental Therapies {Ilaj Bil Tadbeer},Dr. Izharul Hassan,480.00,600.00,10,,0
2089,nt2aquSrc2TMwPoUTv4P,Rehbar Urdu Qawaid,Syed Afzal Hussain,160.00,200.00,10,,0
2091,JGcsQ81f6Mgd5k6gz4P9,Rehbar-e-Ilmul Jarahat Vol.1,Dr. Md. Anzar Hussain,240.00,300.00,10,,0
2100,vacge44PAW09eMTx7ftv,Rehnumai Amraze Niswan,Dr. Mehmooda Anzar / Md. Anzar,280.00,350.00,10,,0
2103,9MC7olU1XYrL4qMgBLyf,"Rehnumai Uzn, Unf Wa Halaq (ENT)",Dr. Md. Anzar Hussain,240.00,300.00,10,,0
2109,8qgyVuHFhbfBObMJ2VDT,Risala Qabz Wa Bawasir,Hkm. Md. Kabiruddin,0.00,0.00,10,,0
2120,21gp8qxDCKON7GTjqzRV,Sharah Minhaj Ul Arabia Vol 1-2,Syed Nabi,120.00,150.00,10,,0
2123,p39qVHbBtje5F4zRXd0k,Shikwah Jawab Shikwah Eng,"Allama Md. Iqbal, Sultan Zahur",120.00,150.00,10,,0
2124,HBIDQpjr9yunkDm8vo0L,Standardization of Single Drugs Vol.1-4,CCRUM,0.00,0.00,10,,0
2125,svYCyuyQs72sgSVSXcnp,Sugar,Sabdar Shahin,80.00,100.00,10,,0
2127,V655VuGh7kEFE2U8Elv6,Sunnate Nabvi Aur Jadeed Science Vol.1-3,Hkm. Tariq Mehmood Chugtai,960.00,1200.00,10,,0
2133,sJy8kuQNgiiOBdu97zcv,Tajul Mufredat,Dr. Nasir Ahmad Tariq,400.00,500.00,10,,0
2135,iNA1UM5y7eu4PxsE29Qt,Tajurbat Shaikh Bo Ali Sena,Sahab Zada Zaki Asooni,0.00,0.00,10,,0
2136,4HIMeRkfB1xzN164YBzi,Tajurbate Matab,Hkm. Abdul Mannan,120.00,150.00,10,,0
2140,wq4o3Qw9hXTUmKuu2aos,Talkeesh Sharah Asbab,Dr. Javed Khan,320.00,400.00,10,,0
2141,Py0g87clBxdien3LSE7S,Tarikh Adab Urdu,Ram Babu Sakcena,160.00,200.00,10,,0
2144,LZjQwLHevAqVelPuKFwj,Tarikhe Tibb,Ashar Qadir,320.00,400.00,10,,0
2145,CV1owAhjbJha0oloTjLq,Tarikhe Tibb Wa Usoole Akhlaqiyaat,Syed Afzal Hussain,320.00,400.00,10,,0
2148,LiKDanTczvhcjdb5TKTG,Tashkeesh Ramooz,Hkm. Md. Azimuddin,320.00,400.00,10,,0
2149,DUtcP3RUeAgcOFAqGOL5,Tashkeeshe Ramooz,Hkm. Azimuddin,320.00,400.00,10,,0
2151,uk97jTKmJE7SgYS6cW45,Tashkeeshul Amraz,Akhtar Siddiqi,0.00,0.00,10,,0
2153,NeoBkkUXURVhLHJ32bEY,Tashreehul Azam,Dr. Shabbir Ahmad,320.00,400.00,10,,0
2154,pp9PyJPJkwJKYfhJ1wzC,Tashreeul Mufasil,M.A. Lari,0.00,0.00,10,,0
2159,hNOjS4KqD5rrsa8qXl5Z,Textbook of Medical Physiology,Guyton & Hall,2100.00,2625.00,10,,0
2158,82LvAXXCleecppO41WCV,Textbook of Medical Physiology,Indu Khurana,2316.00,2895.00,10,,0
2160,NH7tx1AbAhOQHAF9pwT7,Textbook of Physiology,A.K. Jain,1756.00,2195.00,10,,0
2162,ybZzbttE3g6CozEdsUn5,The Mizaj & Infialat-E-Nafsaniyah,Dr. Jaleel,200.00,250.00,10,,0
2163,hozOpThakgJKtSjlQMl9,The Pioneer,Dr. Danish & Izhar,240.00,300.00,10,,0
2167,N8sD299urQiOubn9kETP,Tibbe Akbar,Hkm. Mohd. Akbar Arzani,320.00,400.00,10,,0
2173,sHNJvpLe6OTkzJgxUC1x,Tibbe Yusufi,Yusufi Bin Yusuf,1600.00,2000.00,10,,0
2175,JUbJEBmQFjREvcGdNlNH,Tibbi Qanooncha,Hkm. Gulam Hasnain Kantori,400.00,500.00,10,,0
2176,ekkog3YmX7rLUxkmRvcv,Tibbi Shipare,Hkm. Maulvi Md. Yaar Khan,640.00,800.00,10,,0
2178,wm69FFvetsH6ZpeWpcVt,Tilasmi Nuskhe,Hkm. Habib Ashar,28.00,35.00,10,,0
2180,rGcSPgY18KGOwGrBdKDF,Tohfa Mushkil Kusha,Sufi Md. Aslam,200.00,250.00,10,,0
2181,OpN7kFCfLC1iU0NfMxCS,Tohzihul Habis,Md. Irfan,240.00,300.00,10,,0
2182,PA8DAFINMXs6onRZxMZt,Toxicology {Ilmum Samoom},Dr. Md. Akmal,120.00,150.00,10,,0
2188,VQwlAFRpLKqCeQ15zfAV,Umoore Tabbiya,Dr. Abid Ali Ansari,160.00,200.00,10,,0
2190,EVOahkBoIJxFG9xAdFkb,Umoore Tibbiya (Kulliyat E Tibb),Hkm. Abdul Wahab,200.00,250.00,10,,0
2192,oLnCcnqXs7ESzg5zKL0m,Unani Clinical Method {Nabz Bool Wa Baraz} Eng,M. A. Parwez,120.00,150.00,10,,0
2193,USMa5BwPTyO4BoCrgmvo,Unani Cosmetology,Dr. Sheema,240.00,300.00,10,,0
2198,LYdPxGKdGhYWVT4LhWwv,Unani Insight of Pathology {Qadim Ilmul Amraz},Dr. Sana / Dr. Sabiha,200.00,250.00,10,,0
2199,yeITRq6Oj89El8DomFkQ,Unani Pharmacopoeia,CCRUM,0.00,0.00,10,,0
2202,oGiVyyMNP5SyzF2o6j6b,Urology (Colour Picture),Dr. Rashid Qazi,400.00,500.00,10,,0
2210,80CwX97rVfByZgXNY1Yz,Wafyat Atibb-E-Hind-W-Pak Vol.1 Part 1,Hkm. Wasim Ahmad Azmi,155.20,194.00,10,,0
